Vendedor_Responsavel,total_vendas,total_comissao,carros_vendidos
MRS. TAMMY LARA MD,12714.0,1633.77,1
MRS. TAMMY LITTLE DVM,44705.0,5223.43,1
MRS. TANYA BROWN MD,14050.0,2027.75,1
MRS. TARA GROSS,10962.0,878.2,1
MRS. TAYLOR OWENS DDS,22500.0,1504.16,1
MRS. TAYLOR SAUNDERS MD,12387.0,751.32,1
MRS. TAYLOR WILLIAMS,36617.0,4145.29,1
MRS. TERESA HERNANDEZ,48011.0,6984.86,1
MRS. TERESA SANTIAGO DVM,46502.0,6025.55,1
MRS. TERESA SNOW,10396.0,861.35,1
MRS. TERRI LEE DDS,40933.0,3343.71,1
MRS. TERRI WELLS,49831.0,3247.95,1
MRS. TIFFANY JOHNSON,46316.0,5598.73,1
MRS. TIFFANY PEREZ,25107.0,1502.01,1
MRS. TIFFANY RODRIGUEZ,34468.0,1882.93,1
MRS. TIFFANY SMITH,22475.0,2326.27,1
MRS. TINA GREEN,23803.0,3089.67,1
MRS. TINA MCDANIEL PHD,34864.0,2574.74,1
MRS. TINA RYAN,28050.0,3779.94,1
MRS. TINA STEWART,25450.0,3337.31,1
MRS. TINA WILLIAMS,19810.0,2008.62,1
MRS. TONYA CARLSON MD,26912.0,3444.28,1
MRS. TONYA RAYMOND,31805.0,3517.92,1
MRS. TRACEY BOND,43555.0,2236.07,1
MRS. TRACEY FARMER MD,42894.0,2690.28,1
MRS. TRACEY HARRIS,23096.0,1206.61,1
MRS. TRACEY WERNER,48482.0,2637.16,1
MRS. TRACY GREENE,27322.0,2952.87,1
MRS. TRACY HARRELL,40779.0,4905.73,1
MRS. TRACY JACKSON,37034.0,1962.85,1
MRS. TRACY RITTER,45983.0,5128.68,1
MRS. TRICIA BATES,35855.0,3650.54,1
MRS. VALERIE CORTEZ,21961.0,3287.88,1
MRS. VALERIE LUCAS,30310.0,3037.29,1
MRS. VANESSA BOONE,15127.0,1631.63,1
MRS. VANESSA LEE,18978.0,2247.41,1
MRS. VANESSA TURNER,46017.0,2999.51,1
MRS. VANESSA WALKER,13548.0,719.63,1
MRS. VERONICA HUFF,14222.0,1601.57,1
MRS. VERONICA PONCE,33323.0,1868.51,1
MRS. VICKI FLEMING,48642.0,5438.82,1
MRS. VICKIE COOPER,21934.0,3073.07,1
MRS. VICTORIA ANDERSON,10669.0,895.11,1
MRS. VICTORIA LONG,24999.0,2851.89,1
MRS. VICTORIA MONTGOMERY,17181.0,2428.14,1
MRS. VICTORIA PEREZ DDS,14278.0,1119.48,1
MRS. VICTORIA SILVA,17396.0,898.62,1
MRS. VICTORIA SNOW MD,25128.0,1970.6,1
MRS. VIRGINIA GRIFFIN,20988.0,1546.9,1
MRS. WENDY COMPTON DDS,20137.0,1671.66,1
MRS. WENDY HARTMAN MD,15767.0,1766.85,1
MRS. WENDY RUIZ,23836.0,3116.48,1
MRS. WENDY VELEZ,17351.0,1970.83,1
MRS. YOLANDA MATHIS MD,37778.0,3567.54,1
MRS. YVETTE ROBINSON,35338.0,2345.38,1
MRS. YVONNE WALKER,10017.0,820.67,1
MS. ALICIA MORAN,29681.0,3905.74,1
MS. ALYSSA DONOVAN,31138.0,1687.28,1
MS. AMANDA DAVIS PHD,41051.0,4816.11,1
MS. AMBER HOOD,13890.0,1595.53,1
MS. AMY BATES,43492.0,2704.93,1
MS. AMY LEWIS,18055.0,1139.9,1
MS. AMY MCINTOSH MD,26906.0,3654.18,1
MS. ANDREA BROWN MD,26494.0,2273.13,1
MS. ANDREA BURKE,16342.0,1454.94,1
MS. ANDREA FULLER,11827.0,611.89,1
MS. ANDREA MCFARLAND MD,16882.0,2460.49,1
MS. ANGELA DAVENPORT,16332.0,918.43,1
MS. ANGELA WILLIAMS,35842.0,4720.71,1
MS. ANNA LESTER,42096.0,4683.78,1
MS. ANNA LOVE,34281.0,2174.24,1
MS. ANNA MORRIS MD,39152.0,4700.29,1
MS. ANNE STEPHENS DDS,10557.0,1497.21,1
MS. APRIL BARNES DDS,10256.0,654.67,1
MS. ASHLEY BARNES DVM,47550.0,3514.1,1
MS. ASHLEY DOUGLAS,18548.0,1537.77,1
MS. ASHLEY GREEN DDS,12269.0,1528.1,1
MS. BAILEY THOMPSON,34122.0,4463.14,1
MS. BECKY FITZGERALD,45618.0,3211.23,1
MS. BRANDY SULLIVAN,15812.0,1940.28,1
MS. BRENDA WALKER MD,42918.0,4566.31,1
MS. BRIANNA HAYDEN,10448.0,1499.24,1
MS. BRIDGET LEE MD,31160.0,4466.46,1
MS. BRITTANY DAVIS,48869.0,5290.69,1
MS. CARLA WHITE,20980.0,2510.75,1
MS. CAROL GAINES,15198.0,1690.4,1
MS. CARRIE GREEN,27878.0,3552.55,1
MS. CATHERINE OLSON,32606.0,3469.47,1
MS. CHELSEA HERNANDEZ MD,40198.0,5499.76,1
MS. CHRISTINA JONES,20727.0,2755.22,1
MS. CHRISTINA ROBERTS DVM,14620.0,1799.92,1
MS. CHRISTINA SMITH,16694.0,1205.28,1
MS. CHRISTINE JONES DDS,27906.0,1771.98,1
MS. CINDY CAMPBELL,31358.0,1701.63,1
MS. COLLEEN NEAL,25268.0,3621.66,1
MS. COURTNEY RUSSELL,46658.0,3702.92,1
MS. COURTNEY SALAZAR,28770.0,3431.08,1
MS. CRYSTAL MILLER PHD,16189.0,1008.07,1
MS. CYNTHIA BAKER DDS,46739.0,4436.7,1
MS. CYNTHIA SMITH,33037.0,4797.51,1
MS. DANA HARRIS,46112.0,4892.21,1
MS. DARLENE HUANG,28644.0,2351.34,1
MS. DEANNA TAYLOR,20305.0,2146.25,1
MS. DEBORAH BATES,31720.0,2763.11,1
MS. DENISE COOK,37714.0,2485.18,1
MS. DONNA CHAVEZ,17471.0,2334.26,1
MS. DONNA HOOD MD,15369.0,1724.17,1
MS. ELIZABETH WILLIAMS,49777.0,4507.71,1
MS. ELLEN COX,19336.0,1665.03,1
MS. EMMA GARCIA,20922.0,1494.44,1
MS. ERICA CHAVEZ,19268.0,1289.62,1
MS. ERICA RUIZ,18548.0,1918.14,1
MS. ERIKA JONES DDS,14344.0,835.71,1
MS. ERIN MARTINEZ,41257.0,3046.85,1
MS. HAILEY TOWNSEND,22160.0,2876.35,1
MS. JACQUELINE HOBBS MD,29758.0,3224.05,1
MS. JAMIE GREEN,32421.0,4773.95,1
MS. JEANETTE CALHOUN,18306.0,1275.44,1
MS. JENNA HALL,43500.0,3714.37,1
MS. JENNA MYERS,22416.0,2593.3,1
MS. JENNIFER CASTILLO DDS,15462.0,1441.77,1
MS. JENNIFER FRENCH DDS,25201.0,3472.59,1
MS. JENNIFER KRUEGER MD,18001.0,2119.13,1
MS. JENNIFER MORALES MD,34026.0,4343.41,1
MS. JENNIFER STEVENS,21131.0,2543.65,1
MS. JENNIFER WILSON,21691.0,2511.83,1
MS. JENNIFER WOOD MD,34097.0,1900.53,1
MS. JESSICA BAKER,27443.0,1702.33,1
MS. JESSICA WILLIAMS,70488.0,5916.56,2
MS. JO PATEL,27042.0,3389.81,1
MS. JORDAN HOLDER,47380.0,4491.02,1
MS. KAITLYN INGRAM DVM,40643.0,4476.21,1
MS. KAREN MCCALL,11712.0,1072.29,1
MS. KATHERINE HOPKINS DDS,48382.0,3174.32,1
MS. KATHLEEN BLAKE DDS,23525.0,3487.01,1
MS. KATHY PAYNE,45360.0,2853.44,1
MS. KAYLA HARDY,35231.0,5226.98,1
MS. KAYLA MURPHY,47791.0,2780.12,1
MS. KELSEY SMITH,17436.0,1758.59,1
MS. KIM MARTIN,30157.0,1631.27,1
MS. KIM SINGLETON MD,31027.0,4167.6,1
MS. KIM WILCOX,25740.0,2231.83,1
MS. KIMBERLY CALHOUN,32076.0,3904.04,1
MS. KIMBERLY MONROE,22206.0,2220.7,1
MS. KRISTIE WARNER,17559.0,1680.69,1
MS. KRISTINA HOWARD,48562.0,5448.58,1
MS. KRISTINA WILLIAMS MD,13999.0,1955.17,1
MS. LATASHA THOMAS,26414.0,2962.45,1
MS. LAURA FERNANDEZ,27718.0,2165.22,1
MS. LAURA GARDNER MD,18363.0,1397.86,1
MS. LAUREN JOHNSON,21170.0,2606.76,1
MS. LAUREN MOORE,40614.0,4568.37,1
MS. LAUREN RODRIGUEZ MD,29535.0,1725.24,1
MS. LEAH VILLEGAS,44736.0,5676.44,1
MS. LISA PETERSON,14065.0,963.27,1
MS. LISA ROMERO,36135.0,4197.64,1
MS. LORRAINE CARROLL,33236.0,3947.98,1
MS. LYNN BEARD DVM,33099.0,2536.82,1
MS. MARIA BENDER,33017.0,4001.37,1
MS. MARIA OSBORNE MD,29123.0,4112.06,1
MS. MARIA STEELE,16883.0,1811.6,1
MS. MARY SILVA,49741.0,5954.36,1
MS. MAUREEN BUCHANAN,44846.0,6657.76,1
MS. MEGAN SCHROEDER,42567.0,5957.6,1
MS. MEGAN YOUNG,19820.0,2083.2,1
MS. MELISSA MASON,15654.0,1560.68,1
MS. MICHAELA BARNES,26276.0,2073.51,1
MS. MICHELLE GUTIERREZ DVM,38707.0,4272.1,1
MS. MICHELLE HOUSTON,48426.0,5626.65,1
MS. MINDY ANDRADE,31834.0,3714.51,1
MS. MIRANDA MORSE,26586.0,2636.05,1
MS. MISTY LYNCH,14408.0,1113.35,1
MS. MONICA RILEY,38283.0,3500.72,1
MS. NATALIE PAUL,13693.0,1477.55,1
MS. NICOLE HENRY,30528.0,3775.11,1
MS. NICOLE MORRIS,23384.0,1847.14,1
MS. OLIVIA SCOTT,15139.0,1812.73,1
MS. PAMELA THOMPSON MD,43210.0,6411.14,1
MS. PATRICIA LEE,27721.0,3600.81,1
MS. PATRICIA RIVAS,44067.0,3131.42,1
MS. PATRICIA SANCHEZ MD,31351.0,3180.0,1
MS. RACHEL JOHNSON,25545.0,3225.77,1
MS. REBECCA GARZA,45169.0,6354.66,1
MS. REBECCA MALDONADO MD,24044.0,1386.29,1
MS. REBECCA PARKER MD,34418.0,3594.26,1
MS. ROBIN LOVE,13848.0,918.71,1
MS. SABRINA MARTIN MD,30622.0,2461.95,1
MS. SABRINA ROLLINS,18978.0,2116.34,1
MS. SANDRA FLETCHER,13154.0,1491.09,1
MS. SANDRA PENNINGTON DVM,32069.0,1800.74,1
MS. SARA MOORE MD,13227.0,1646.89,1
MS. SARAH ALLEN,49861.0,4089.67,1
MS. SHANNON HARRIS PHD,18964.0,2054.11,1
MS. SHEENA KELLEY MD,32283.0,2024.04,1
MS. SHERRY DELGADO MD,25067.0,2687.07,1
MS. SHIRLEY SANTOS PHD,35435.0,2855.57,1
MS. SONYA LEE MD,43947.0,4877.28,1
MS. STACY BARTON,37498.0,3993.94,1
MS. SUSAN RAMOS MD,19279.0,1207.01,1
MS. TAMMY KIRBY,34958.0,3162.65,1
MS. TASHA PEREZ,10667.0,1153.62,1
MS. TERESA JACKSON,13756.0,1918.68,1
MS. TIFFANY JACKSON,37058.0,2133.69,1
MS. TIFFANY LUCAS,19883.0,1550.81,1
MS. TIFFANY MOORE PHD,30509.0,2791.87,1
MS. TRACY HUYNH,14366.0,931.32,1
MS. TRACY WILLIAMS,18660.0,2510.58,1
MS. VANESSA BAKER MD,42648.0,3086.77,1
MS. VANESSA FERGUSON DVM,47530.0,4421.45,1
MS. WANDA LEE,31946.0,3648.86,1
MS. WANDA MARTINEZ MD,29017.0,2719.92,1
MS. WANDA MITCHELL,20674.0,1400.92,1
MS. WENDY HALE DDS,46197.0,6528.34,1
MS. WHITNEY MEYERS DVM,24576.0,1710.05,1
NANCY ALEXANDER,22463.0,2343.62,1
NANCY ALLEN,46639.0,3605.69,1
NANCY ANDERSEN,15694.0,1220.47,1
NANCY ANDERSON,77377.0,6070.42,3
NANCY ATKINS,34543.0,4162.22,1
NANCY BAILEY,52533.0,6129.32,3
NANCY BAKER,36196.0,5166.16,1
NANCY BALL,52731.0,4366.110000000001,2
NANCY BARBER,24542.0,2929.38,1
NANCY BARR,48894.0,4668.84,1
NANCY BARRERA,37992.0,4252.26,1
NANCY BATES,22551.0,1583.78,1
NANCY BEASLEY,38178.0,2434.98,1
NANCY BECK,44824.0,3754.39,1
NANCY BECKER,36280.0,5354.32,1
NANCY BELL,76056.0,5738.91,2
NANCY BENITEZ,13397.0,690.6,1
NANCY BENJAMIN,18635.0,1044.58,1
NANCY BENNETT,19587.0,2893.92,1
NANCY BENSON,42792.0,6136.24,1
NANCY BERGER,30280.0,2350.44,1
NANCY BERRY,41774.0,4383.52,1
NANCY BLACKWELL,21334.0,2560.65,1
NANCY BOONE,46419.0,3894.77,1
NANCY BOWEN,13756.0,1664.37,1
NANCY BOWMAN,47842.0,5649.67,1
NANCY BOYD,48196.0,4747.75,1
NANCY BOYER,56870.0,7500.860000000001,2
NANCY BRADSHAW,44134.0,2515.55,1
NANCY BRIGHT,14026.0,1029.59,1
NANCY BROOKS,58656.0,5877.8,2
NANCY BROWN,91885.0,9602.2,4
NANCY BRYANT,11394.0,958.14,1
NANCY BURTON,41337.0,2611.03,1
NANCY BUTLER,18848.0,1792.79,1
NANCY CALHOUN,11820.0,714.1,1
NANCY CALLAHAN,36159.0,3256.7300000000005,2
NANCY CAMPBELL,115182.0,9180.88,3
NANCY CARNEY,25806.0,3210.03,1
NANCY CARPENTER,23559.0,1796.13,1
NANCY CARR,38687.0,4525.4,1
NANCY CARROLL,10149.0,1158.47,1
NANCY CARTER,18085.0,997.22,1
NANCY CASTILLO,81065.0,8250.08,3
NANCY CERVANTES,25546.0,3796.14,1
NANCY CHAMBERS,48440.0,3690.88,1
NANCY CHARLES,23202.0,1172.04,1
NANCY CHASE,11991.0,931.78,1
NANCY CHAVEZ,41721.0,5771.8,2
NANCY CLARK,19959.0,2350.18,1
NANCY COBB,32919.0,3356.48,1
NANCY COLEMAN,67121.0,8411.11,2
NANCY COLLINS,111849.0,10207.52,3
NANCY COMPTON,42609.0,4702.71,1
NANCY CONTRERAS,33913.0,4305.81,1
NANCY COOK,95486.0,7158.009999999999,3
NANCY CORTEZ,12874.0,1274.96,1
NANCY CROSBY,22567.0,3312.76,1
NANCY CURRY DVM,41173.0,4122.91,1
NANCY CURTIS,10355.0,1514.67,1
NANCY DAVIS,132425.0,14679.72,5
NANCY DAY,25742.0,2111.63,1
NANCY DEAN,49426.0,7246.08,1
NANCY DELGADO,19108.0,1359.11,1
NANCY DODSON,62174.0,5520.96,2
NANCY DOMINGUEZ,36154.0,4801.38,1
NANCY DUARTE,26676.0,1825.47,1
NANCY ERICKSON,42216.0,2135.22,1
NANCY ESTES,33902.0,4039.81,1
NANCY EVANS,11585.0,782.63,1
NANCY FLEMING,22272.0,1141.85,1
NANCY FLORES,46984.0,4547.719999999999,2
NANCY FOX,34138.0,3013.73,2
NANCY FRANCIS,32723.0,3109.95,1
NANCY FRANCO,14511.0,1328.35,1
NANCY FRANKLIN,43804.0,2918.93,1
NANCY FRENCH,35738.0,4589.39,1
NANCY FREY,12075.0,1436.1,1
NANCY FRY,47905.0,2536.87,1
NANCY FRYE,29031.0,2357.46,1
NANCY GALLEGOS,12435.0,1378.56,1
NANCY GARDNER,42684.0,3987.37,1
NANCY GARRETT,21476.0,2112.31,1
NANCY GARZA,80978.0,6299.610000000001,3
NANCY GILL,34171.0,3319.32,2
NANCY GOMEZ,45289.0,4842.7,2
NANCY GONZALEZ,166323.0,17987.54,4
NANCY GORDON,41198.0,4754.26,2
NANCY GORDON DDS,47415.0,2812.08,1
NANCY GRAHAM,17551.0,2145.58,1
NANCY GREEN,46679.0,6828.1,1
NANCY GREGORY,35684.0,4111.44,1
NANCY GRIFFIN,26795.0,2740.83,1
NANCY GRIFFITH,43641.0,2850.44,1
NANCY GROSS,38649.0,2141.49,1
NANCY GUERRERO,92633.0,8956.59,2
NANCY GUTIERREZ,48440.0,4745.18,1
NANCY HALL,84966.0,7169.33,3
NANCY HARDIN,22649.0,2600.29,1
NANCY HARRIS,117841.0,12183.52,4
NANCY HART,98768.0,12152.38,3
NANCY HARVEY,59927.0,7247.370000000001,2
NANCY HATFIELD,12346.0,1312.91,1
NANCY HAWKINS,20394.0,1126.84,1
NANCY HERNANDEZ,101237.0,11507.19,3
NANCY HERRERA,16182.0,2382.32,1
NANCY HERRING,33676.0,1840.58,1
NANCY HESS,22638.0,1779.35,1
NANCY HODGES,49367.0,4916.91,1
NANCY HOOD MD,16477.0,1515.69,1
NANCY HOPKINS,20183.0,1271.09,1
NANCY HORTON,44900.0,2281.15,1
NANCY HOWARD,34741.0,2035.79,1
NANCY HUFFMAN,33036.0,2097.44,1
NANCY HURLEY,36532.0,3490.72,1
NANCY JACKSON,31004.0,3141.74,1
NANCY JACOBS,48815.0,2771.24,1
NANCY JAMES,28959.0,2347.8,1
NANCY JARVIS,40874.0,5024.25,1
NANCY JENNINGS,28753.0,2919.59,1
NANCY JENSEN,26854.0,1683.18,1
NANCY JIMENEZ,22391.0,2307.2,1
NANCY JOHNS,25239.0,2647.73,1
NANCY JOHNSON,174518.0,20646.99,5
NANCY JOHNSTON,33455.0,1966.61,1
NANCY JONES,145345.0,18244.65,5
NANCY JORDAN,11543.0,1389.31,1
NANCY KELLER,28621.0,2692.01,1
NANCY KELLY,33535.0,3128.08,1
NANCY KENNEDY,27691.0,2123.77,1
NANCY KHAN,20811.0,2133.27,1
NANCY KIM,21733.0,3125.36,1
NANCY KING,59608.0,4712.23,3
NANCY KIRK,34384.0,2551.1,1
NANCY KNIGHT,43705.0,6483.95,1
NANCY KOCH,34748.0,5114.67,1
NANCY LAWRENCE,31404.0,2615.18,1
NANCY LAWSON,28013.0,2577.15,1
NANCY LEE,38833.0,4855.72,1
NANCY LEON,45976.0,3508.02,1
NANCY LEWIS,13168.0,1500.02,1
NANCY LONG,56619.0,4575.6900000000005,2
NANCY LOPEZ,129373.0,14538.65,4
NANCY LOWE,41209.0,5236.06,1
NANCY LUCAS,26871.0,1725.87,1
NANCY MADDEN,41188.0,4412.3,2
NANCY MANNING,48584.0,5247.29,1
NANCY MARKS,84810.0,8564.16,2
NANCY MARQUEZ,81653.0,6245.5,2
NANCY MARSHALL,16467.0,1054.18,1
NANCY MARTIN,118894.0,11597.63,4
NANCY MARTINEZ,188538.0,17707.78,7
NANCY MASSEY,30526.0,3552.38,1
NANCY MAXWELL,31267.0,3416.46,1
NANCY MCCANN,21094.0,1326.17,1
NANCY MCCARTHY,71293.0,8204.650000000001,2
NANCY MCCORMICK,30830.0,2876.59,1
NANCY MCCOY,24244.0,1710.11,1
NANCY MCDONALD,44736.0,3292.54,1
NANCY MCKAY,47635.0,6948.47,1
NANCY MCLAUGHLIN,44328.0,2362.57,1
NANCY MCMILLAN,16620.0,2326.71,1
NANCY MERCADO,29721.0,2014.84,1
NANCY MERCER,19891.0,1571.8,1
NANCY MIDDLETON,47766.0,4605.16,2
NANCY MILLER,137608.0,15649.65,4
NANCY MITCHELL,174318.0,19762.01,5
NANCY MONTGOMERY,13863.0,2010.57,1
NANCY MOORE,34248.0,3972.61,1
NANCY MORGAN,56047.0,4561.95,2
NANCY MORGAN MD,16270.0,1184.63,1
NANCY MORSE,12879.0,1174.13,1
NANCY MULLEN,46705.0,4439.55,1
NANCY MUNOZ,30559.0,4017.55,1
NANCY MURRAY MD,47380.0,6774.53,1
NANCY MYERS,30360.0,2809.92,1
NANCY NELSON,138161.0,12428.88,4
NANCY NGUYEN,79298.0,9917.41,2
NANCY NOLAN,34242.0,2260.5,1
NANCY NORRIS,12262.0,1358.75,1
NANCY NOVAK,13339.0,680.11,1
NANCY OCHOA,11895.0,625.83,1
NANCY OCONNOR,25692.0,3718.8,1
NANCY ODOM,87896.0,9755.03,2
NANCY ONEAL,36905.0,5054.93,1
NANCY OWENS,31383.0,3542.41,1
NANCY PADILLA,38200.0,1962.94,1
NANCY PARK,43832.0,3272.97,1
NANCY PARKER,71408.0,6196.93,2
NANCY PARKS,49355.0,3612.33,1
NANCY PATTERSON,72616.0,8544.85,2
NANCY PEARSON,56128.0,7523.26,2
NANCY PENA,14573.0,1717.96,1
NANCY PEREZ,14108.0,1680.74,1
NANCY PEREZ DDS,16590.0,905.94,1
NANCY PETERS,12483.0,1036.9,1
NANCY PETERSEN,16067.0,1312.26,1
NANCY PETERSON,78301.0,5584.16,2
NANCY PIERCE,24615.0,3343.9,1
NANCY POPE MD,18857.0,1806.38,1
NANCY POWELL,10773.0,1584.32,1
NANCY PUGH,11574.0,825.42,1
NANCY RAMOS,32843.0,2599.4,1
NANCY REED,37954.0,4749.99,1
NANCY REID,42544.0,2324.37,1
NANCY REYES,43689.0,6022.63,1
NANCY REYNOLDS,49852.0,4479.1,1
NANCY RHODES,44097.0,4817.08,1
NANCY RICE,51814.0,4091.51,2
NANCY ROBERTS,34785.0,3253.14,1
NANCY ROBINSON,49421.0,5356.1,2
NANCY ROCHA,18122.0,2341.61,1
NANCY RODRIGUEZ,128922.0,15716.48,4
NANCY ROGERS,63111.0,7506.44,2
NANCY ROWE,41731.0,3413.7,1
NANCY RUSSELL,39308.0,2595.82,1
NANCY SANDERS,21793.0,3107.9,1
NANCY SCHNEIDER,37411.0,2045.3,1
NANCY SCHULTZ,23618.0,2543.48,1
NANCY SCOTT,53536.0,5462.9,2
NANCY SELLERS,11160.0,968.73,1
NANCY SHAW,50454.0,6157.48,2
NANCY SHELTON,80510.0,6160.92,2
NANCY SHIELDS,23385.0,2682.2,1
NANCY SMITH,232559.0,25301.13,8
NANCY SOLIS,15445.0,2079.96,1
NANCY SPARKS,71931.0,7994.269999999999,2
NANCY SPENCER,47273.0,5639.64,1
NANCY STANLEY,26074.0,1476.92,1
NANCY STEIN,24352.0,1475.61,1
NANCY STEPHENS,42660.0,2360.56,1
NANCY STEVENS,52560.0,6136.27,2
NANCY STEWART,22600.0,2634.56,1
NANCY TAYLOR,127473.0,11958.65,3
NANCY THOMAS,61538.0,7052.99,3
NANCY THOMPSON,145051.0,15225.62,4
NANCY TORRES,81425.0,6828.380000000001,2
NANCY TRAN,26229.0,2092.21,1
NANCY VALENZUELA,31897.0,3813.71,1
NANCY VAZQUEZ,33720.0,4618.86,1
NANCY VEGA,42871.0,4177.48,1
NANCY VELEZ,42607.0,5114.9,1
NANCY VILLANUEVA,22036.0,3107.15,1
NANCY VINCENT,37520.0,2217.08,1
NANCY WALKER,54737.0,4349.4400000000005,2
NANCY WALLACE,16789.0,1751.29,1
NANCY WALTER,31148.0,1693.68,1
NANCY WALTERS,48511.0,2453.26,1
NANCY WALTON,13504.0,760.31,1
NANCY WARD,23231.0,2135.85,1
NANCY WARE,29313.0,2465.14,1
NANCY WARNER,12197.0,1408.76,1
NANCY WARREN,14490.0,1758.14,1
NANCY WATERS DDS,31252.0,4431.76,1
NANCY WATSON,66168.0,5306.2,2
NANCY WEBB,40724.0,5554.5,1
NANCY WELLS,34067.0,3041.93,1
NANCY WEST,42262.0,5335.15,2
NANCY WHITE,49817.0,5381.13,3
NANCY WHITEHEAD,46359.0,3471.96,1
NANCY WILLIAMS,141764.0,14250.51,5
NANCY WILLIAMSON,19317.0,2569.65,1
NANCY WILLIS,44541.0,6188.64,1
NANCY WILSON,22398.0,1616.7,1
NANCY WINTERS,15198.0,1767.48,1
NANCY WOLF,13481.0,1073.64,1
NANCY WOODS,65040.0,8986.01,2
NANCY WU,47395.0,3172.11,1
NANCY YOUNG,44355.0,6209.78,1
NANCY ZAMORA,36669.0,2457.67,1
NANCY ZUNIGA,10336.0,1282.96,1
NATALIE ADAMS,43373.0,4082.57,2
NATALIE ALLEN,76178.0,8585.52,3
NATALIE ALVAREZ,62327.0,7756.7,2
NATALIE ANDERSON,96083.0,10286.22,3
NATALIE ARNOLD,45518.0,5777.74,1
NATALIE ARROYO,25097.0,3379.53,1
NATALIE ASHLEY,26893.0,3757.26,1
NATALIE ATKINS,40890.0,2445.38,1
NATALIE BAKER,30078.0,1707.91,1
NATALIE BENNETT,12954.0,1740.76,1
NATALIE BERNARD,31894.0,2528.72,1
NATALIE BIRD MD,43020.0,2270.98,1
NATALIE BONILLA,13420.0,1946.85,1
NATALIE BOWERS,45719.0,4349.95,1
NATALIE BRADLEY,33439.0,4699.71,1
NATALIE BROWN,98960.0,9453.89,3
NATALIE BURKE,49315.0,2920.22,1
NATALIE BURNETT,43511.0,4885.35,1
NATALIE BURTON,26689.0,1869.31,1
NATALIE BUTLER,42049.0,3516.83,2
NATALIE CALLAHAN,39568.0,2953.93,1
NATALIE CAMPBELL,26929.0,2729.59,1
NATALIE CARPENTER,38912.0,2754.48,1
NATALIE CARROLL,12669.0,1449.16,1
NATALIE CARTER,17712.0,1187.6,1
NATALIE CHAMBERS,20301.0,2268.52,1
NATALIE CHAN,22605.0,2326.64,1
NATALIE CHANDLER,38844.0,5172.64,2
NATALIE CLARK,43888.0,4481.9,2
NATALIE COHEN,48211.0,5050.05,1
NATALIE COLLINS,64693.0,6837.42,2
NATALIE COOPER,11834.0,1774.86,1
NATALIE COPELAND,26711.0,1852.54,1
NATALIE COWAN,29669.0,3905.78,1
NATALIE CRAWFORD,42172.0,4224.21,1
NATALIE CROSBY,15571.0,1871.89,1
NATALIE CUMMINGS,24700.0,1917.0,1
NATALIE CURTIS,63137.0,6283.37,2
NATALIE DALTON,17859.0,1005.93,1
NATALIE DANIEL,11075.0,1532.95,1
NATALIE DANIELS,37925.0,5266.14,1
NATALIE DAVIS,19302.0,1285.33,1
NATALIE DAY,45109.0,6240.44,1
NATALIE DELACRUZ,28062.0,3998.03,1
NATALIE DIAZ,26663.0,2053.53,2
NATALIE DIXON,16552.0,1623.76,1
NATALIE DOMINGUEZ,14090.0,2003.27,1
NATALIE DUARTE,51045.0,3699.6,2
NATALIE DUNCAN,38596.0,3414.23,1
NATALIE EDWARDS,44393.0,4062.23,1
NATALIE ERICKSON,28368.0,2121.43,1
NATALIE ESPINOZA,34955.0,2470.34,1
NATALIE ESTRADA,16414.0,1419.62,1
NATALIE EVANS,37960.0,3161.38,1
NATALIE FARMER,33507.0,2494.28,1
NATALIE FINLEY,21242.0,1468.52,1
NATALIE FLORES,36556.0,4839.37,1
NATALIE FORD,42868.0,5877.93,1
NATALIE FOWLER,37536.0,5137.29,1
NATALIE GARCIA,105803.0,9217.5,3
NATALIE GATES,35633.0,3944.66,1
NATALIE GIBBS,44470.0,5964.35,1
NATALIE GOMEZ,36018.0,4058.61,1
NATALIE GONZALES,23646.0,2661.77,1
NATALIE GONZALEZ,28570.0,2192.02,1
NATALIE GOOD,24228.0,3454.88,1
NATALIE GOODWIN,48720.0,6408.52,1
NATALIE GOULD,36680.0,3125.79,1
NATALIE GRAHAM,44932.0,6568.48,1
NATALIE GRAY,14217.0,751.76,1
NATALIE GREEN,18477.0,1519.34,1
NATALIE GREGORY,10890.0,1136.17,1
NATALIE GUTIERREZ,36729.0,3645.51,1
NATALIE HAHN,48065.0,7000.18,1
NATALIE HAMMOND,31449.0,3815.24,1
NATALIE HANEY,49357.0,6645.41,1
NATALIE HANSEN,48685.0,3598.46,1
NATALIE HARPER,12387.0,1526.24,1
NATALIE HARRIS,25035.0,2284.07,1
NATALIE HARRIS MD,49268.0,7148.05,1
NATALIE HAYNES,46194.0,3883.13,1
NATALIE HERNANDEZ,22756.0,2201.2,2
NATALIE HICKS,48619.0,5019.75,1
NATALIE HILL,79987.0,8836.21,2
NATALIE HOGAN,46205.0,5721.18,1
NATALIE HOLLAND,38509.0,3799.81,1
NATALIE HOLMES,42101.0,5544.68,1
NATALIE HOOD,37575.0,3070.79,1
NATALIE HOOVER,10117.0,1343.6,1
NATALIE HOWE,70163.0,5441.530000000001,2
NATALIE HUANG,28431.0,3871.09,1
NATALIE HUGHES,17430.0,1038.21,1
NATALIE JACKSON,81372.0,7068.05,3
NATALIE JACOBSON,38050.0,2203.16,1
NATALIE JEFFERSON,33229.0,3830.24,1
